question,label
"Read the following passage and answer the questions:

When Harvard was founded in 1636, there were no other colleges in the American colonies, and it would become the model for many of those that followed. When it began requiring applicants to take a test known as the SAT in 1935, Harvard started another trend. Two years ago, after it announced an aggressive new financial-aid policy, it helped push social class to the center of the national debate over higher education and forced two of its main competitors, Stanford and Yale, to follow its lead. Last week. Harvard began to make another effort to affect higher education in its image, its president, Derek Bok, announced that the college would abandon its early admissions program, which for decades has allowed high school seniors to apply in October and get an answer yes, no or maybe - in December, shortly before the regular deadline for applications. Harvard officials argue that the program is beneficial to rich students who don't need to compare financial-aid offers from various colleges. After the announcement, many people within education urged other colleges to take a similar step. ""We're thrilled,"" said Laurie Kobick, a college counselor at Thomas Jefferson High School for Science and Technology in Alexandria, Va. ""I think it's going to make admissions better in so many different ways. It will indeed go a small way toward leveling the field among applicants. Of course, it will also have an effect on colleges, and the biggest winner will almost certainly be Harvard. a fact that may prevent many other colleges - perhaps all of them - from following Hazard this time. Because any college that does so will risk losing some of its best applicants.""

Question 1: By abandoning early admissions program, Harvard wants   _  .
Options:
A) to attract the public's attention
B) to influence higher education in its own way
C) to save money spent in attracting students
D) to allow its competitors to admit more students

Question 2: Early admissions program is good for rich students because   _  .
Options:
A) they have more chances to enter college
B) they can enter college with a lower score
C) they have special right to be admitted into college
D) they have no problem in supporting their studies

Question 3: Why does Laurie Kobick think other colleges may not follow Harvard?
Options:
A) Because they think the action will harm high education.
B) Because they are afraid that the action is not practical.
C) Because they may attract fewer top students than he[ore,
D) Because they are afraid the action will damage their reputation.",0
"Choose the correct option: Question: Let \(A = \{a, b, c, d, ..., z\}\) be the set of lower cased English letters. Let \(S = \{a, b, ab, cd, ae, xy, ord, ...\}\) be the set of all strings using \(A\) as an alphabet. Given \(s\in S\), \(N(s)\) is the number of vowels in \(s\). For example,\(N(algrzqi) = 2\), \(N(bebebe) = 3\). We say \((s, t)\) belongs to relation \(R\) if \(N(s) \leq N(t)\). Which of the following statements are true (more than one answer can be correct) ? Options: A) \\(R\\) is reflexive. B) \\(R\\) is transitive. C) \\(R\\) is symmetric. D) \\(R\\) is not an equivalence relation.",1
Choose the correct option: Question: Why is XML a document model? Options: A) It supports application-specific markup B) It supports domain-specific schemas C) It has a serialized representation D) It uses HTML tags,1
"Answer all questions individually:

a) What are two example of natural disasters that Malaysia does not experience Tornadoes
b) What are two example of natural disasters that Malaysia does not experience Avalanches
c) What are two example of natural disasters that Malaysia does not experience Earthquakes and tsunamis
d) What are two example of natural disasters that Malaysia does not experience Earthquakes
e) What are two example of natural disasters that Malaysia does not experience Ice storms and flooding
f) What are two example of natural disasters that Malaysia does not experience Tsunamis",3
How can I be a bulk SMS messages provider?,2
"Read the following passage and answer the questions:

One thing that British and Chinese cultures share is a love for fine tea. Today, when we think of Western tea culture, we often think of the English and beautiful china tea cups. Afternoon tea People believe that an English lady, Anna, first introduced the idea of afternoon tea. In the 18th and 19th centuries, the English ate only two main meals each day: breakfast and a heavy supper that would last for several hours in the evening. As a result, people often got very hungry during the long wait between these two meals. To solve this problem, Anna came up with the clever idea of inviting some friends to join her for an afternoon meal between four and five o'clock. This meal included cakes and sandwiches. And tea was served to wash down the food. In order to make this afternoon meal important, fine china cups and plates and silver teapots, knives, forks and spoons were used. Soon, afternoon tea parties became popular social occasions. Today, afternoon tea parties continue to play an important part in the social life in modern Britain. Will you come for coffee? Coffee also has an important role in British culture. People often use the words ""Will you come for coffee"" to mean ""Would you like to come to my home for a chat?"" Normally, several different drinks such as tea, hot chocolate or a soft drink like orange juice will be served as well as coffee, and you will be asked what you would like. However, you will not normally be offered wine at a ""coffee"" party. Coffeehouses and the London Stock Exchange In the 17th century London, coffeehouses were busy and noisy places. Businessmen and bankers went to coffeehouses to do their business, as well as to drink coffee. In fact, the London Stock Exchange is believed to have started from these coffeehouses.

Question 1: Anna introduced the idea of drinking afternoon tea because she   _  .
Options:
A) enjoyed chatting with her friends at home
B) loved fine tea and beautiful china tea cups
C) wanted to share nice food with her friends
D) found people felt hungry during the long wait between the two meals

Question 2: If someone says to you ""Will you come for coffee,"" you   _  .
Options:
A) will be offered coffee only
B) are asked what you would like to drink
C) will be asked to have a chat with him or her
D) you are invited to take part in an afternoon tea party

Question 3: Which is the best title of the article?
Options:
A) British and Chinese cultures.
B) The beginning of Tea and Coffee.
C) Coffeehouse and Business.
D) English tea and coffee culture.",0
"Read the following passage and answer the questions:

Someday a stranger will read your e-mail without your permission or scan the website you've visited or perhaps someone will casually glance through your credit card purchases or cell phone bills to find out your shopping calling habits In fact, it's likely that some of these things have already happened to you. Who would watch you without your permission? It might be a spouse, a girlfriend, a marketing company, a boss, a cop or a criminal. Whoever it is, they will see you in a way you never intended to be seen. Psychologists tell us boundaries are healthy, that it's important to reveal yourself partly to friends, family and lovers at appropriate times. But few boundaries remain. The digital bread crumbs you leave everywhere make it easy for strangers to know who you are, where you are and what you like. In some cases, a simple Google search can reveal what you think. Like it or not, increasingly we live in a world where you simply cannot keep a secret. The key question is: Does that matter? For many Americans, the answer apparently is ""no"". When opinion polls ask Americans about privacy, most say they are concerned about losing it. 60 percent of respondents say they feel their privacy is ""slipping away, and that bothers me"". But people say one thing and do another. Only a small number of Americans change any behavior in an effort to preserve their privacy. Few people turn down a discount at tollbooths to avoid using the EZ-Pass system that can track automobile movements. Privacy economist Acquisti has run a series of tests that reveal people will give up personal information like social security numbers just to get their hands on a 50-cents-off coupon. But privacy does matter-at least sometimes. It's like health: when you have it, you don't notice it. Only when it's gone do you wish you'd done more to protect it.

Question 1: What would psychologists advise on the relationships between friends?
Options:
A) Friends should open their hearts to each other.
B) Friends should always be faithful to each other.
C) There should be a distance even between friends.
D) There should be fewer arguments between friends.

Question 2: Why does the author say ""we live in a world where you simply cannot keep a secret""?
Options:
A) Modern society has finally developed into an open society.
B) People leave traces around when using modern technology.
C) There are always people who are curious about others' affairs.
D) Many search engines profit by revealing people's identities.

Question 3: According to the passage, privacy is like health in that   _  .
Options:
A) people will make every effort to keep it
B) its importance is hardly understood
C) It is something that can easily be lost
D) people don't value it until they lose it

Question 4: What would be the best title for the passage?
Options:
A) Value your health.
B) Treasure your privacy.
C) Boundaries are important between friends.
D) The information age has its own shortcomings.",0
"Choose the correct option: Question: Due to the birthday paradox, a collision search in a hash function with $n$-bit output has complexity\dots Options: A) $2^{\\sqrt{n}}$ B) $\\sqrt{2^n}$ C) $2^n$ D) $2^{n-1}$",1
"How does the department Central Water Commission compare to Indian Railways in terms of growth, payscale, transfers, and work life in IES?",2
Is it wrong to give meaty names to meat-free foods? Should this practice be banned?,2
"Respond separately to each question:

a. Do you believe in karma? Why or why not?
b. Which 10 things should we stay away from in life?
c. How do I talk like a native English speaker?
d. At AIIMS, what is the fee structure per annum?",3
Choose the correct option: Question: What are the drawbacks of non-preemptive scheduling compared to preemptive scheduling? Options: A) It can lead to starvation especially for those real-time tasks B) Less computational resources need for scheduling and takes shorted time to suspend the running task and switch the context. C) Bugs in one process can cause a machine to freeze up D) It can lead to poor response time for processes,1
"Read the following passage and answer the questions:

I'm Alice. Today is Children's Day. I get many presents from my family. Do you want to have a look? I like toy bears very much. I have five different bears in my room. My mother buys another brown bear for me today. It's very cute; My uncle gives me a new pencil case; It's so nice. There's an interesting picture on it. My uncle buys it in Canada. My sister buys a red toy car for me. I like cars very much. My sister is so nice. Green is my favourite colour. But I like the car best. The diary book is from my grandmother. I like writing a diary in the evening. I want to be a writer when I grow up.

Question 1: What's Alice's favourite colour?
Options:
A) Brown.
B) Red.
C) Green.
D) Yellow.

Question 2: Who gives Alice a pencil case?
Options:
A) Her grandmother.
B) Her mother.
C) Her sister.
D) Her uncle.

Question 3: Alice doesn't get  _   from her family.
Options:
A) a computer
B) a diary book
C) a toy bear
D) a toy car

Question 4: How many toy bears does Alice have now?
Options:
A) Five.
B) Six.
C) One.
D) Two.

Question 5: What's the best title?
Options:
A) A Writer
B) Children's Day
C) My Presents
D) My Family",0
"Read the following passage and answer the questions:

Years ago a John Hopkin's professor gave a group of graduate students this _ : Go to the slums . Take 200 boys, between the ages of 12 and 16, and investigate their backgrounds and environment. Then predict their chances for the future. The students, after consulting social statistics, talking to the boys and working out data, concluded that 90 percent of the boys would spend some time in prison. Twenty-five years later another group of graduate students was given the job of testing the prediction. They went back to the same area. Some of the boys--by then men--were still there. A few of them had died and some had moved away, but they got in touch with 180 of the original 200. They found that only four of the group had ever been sent to prison. Why was it that these men, who had lived in a breeding place of crime, had such a surprisingly good record? The researchers were continually told: ""Well, there was a teacher."" They pressed further, and found that in 75 percent of the cases it was the same woman. The researchers went to this teacher, now living in a home for retired teachers. How had she made this remarkable influence over that group of children? Could she give them any reason why these boys should have remembered her? ""No,"" she said, ""I really couldn't."" And then, thinking back over the years, she said thoughtfully, more to herself than to her questioners: ""I loved those boys."" This is just the reason.

Question 1: A Johns Hopkins professor sent the first group of graduates to the slums to   _  .
Options:
A) help the children there with their study.
B) teach the children there because they had no teachers.
C) predict the children's future according to their living backgrounds and environment
D) travel and write some reports as homework

Question 2: The first group of graduates sent to the slums drew a conclusion of the 200 boys that   _  .
Options:
A) most boys were sure to commit a crime in the future.
B) all of the boys were certain to be in prison in the future.
C) most boys were to work in prison in the future.
D) few of the boys were to be sent to prison

Question 3: Which of the following can serve as the article's topic?
Options:
A) No pains, no gains
B) Where there is a will, there is a way.
C) Nothing is difficult if we try our best.
D) A good teacher ks5u",0
"Read the following passage and answer the questions:

Some children are natural born bosses. They have a strong need to make decisions, manage their environment, and lead rather than follow. Stephen Jackson, a Year One student, ""operates under the theory of what's mine and what's yours is mine,"" says his mother. ""The other day I bought two new Star Wars light sabers . Later, I saw Stephen with the two new ones while his brother was using the beat-up ones."" "" Examine the extended family, and you'll probably find a bossy grandparent, aunt, uncle or cousin in every generation. It's an _ says Russell Barkley, a professor at the Medical University of South Carolina. Other children who may not be particularly bossy can gradually gain dominance when they sense their parents are weak, hesitant, or in disagreement with each other. Whether it's inborn nature or developed character at work, too much control in the hands of the young isn't healthy for children or the family. Fear is at the root of a lot bossy behavior, says family psychologist John Taylor. Children, he says in his book From Defiance to Cooperation, ""have secret feelings of weakness"" and ""a desire to feel safe."" It's the parents' role to provide that protection. When a ""boss child"" doesn't learn limits at home, the stage is set for a host of troubles outside the family. The overly willful and unbending child may have trouble obeying teachers or coachers, for example, or trouble keeping friends. It can be pretty lonely as the top dog if no one likes your bossy ways. ""I see more and more parents giving up their power,"" says Barkley, who has studied bossy behavior for more than 30 years. They bend too far because they don't want to be as strict as their own parents were. But they also feel less confident about their parenting skills. Their kids, in turn, feel more anxious.

Question 1: Bossy children like Stephen Jackson
Options:
A) make good decisions
B) have little sense of fear
C) lack care from others
D) show self-centeredness

Question 2: The study on bossy behavior implies that parents   _  .
Options:
A) should give more power to their children
B) should be strict with their children
C) should not be so anxious about their children
D) should not set limits for their children",0
"Answer all questions individually:

a) What program do photographers use to edit photos?
b) Can a Jew become a non-Jew?
c) Is the Indian economy in a real crisis?
d) If Republicans are supposedly fiscally responsible, why does the deficit increase every time they are in power?
e) Which is the best car in India under Rs 5 lakh in 2020?",3
Choose the correct option: Question: Select what statements are true about probabilistic parsing.A penalty will be applied for any wrong answers selected. Options: A) The purpose of introducing probabilities at the syntactic level is to enable the parser to choose among different parses of an ambiguous sentence. B) The probabilities aims at capturing linguistic phenomena that are hard to express in operational terms but can be estimated from linguistic corpora. C) Probabilizing does not depend on the way the syntactic parser is used (either as a recognizer or as an analyzer).,1
"What do British conservatives think about such things as gun rights, ending abortion, ending gay marriage, and restoring the death penalty?",2
Choose the correct option: Question: Which of the following is true regarding the random forest classification algorithm? Options: A) It is not suitable for parallelization. B) It uses only a subset of features for learning in each weak learner. C) We compute a prediction by randomly selecting the decision of one weak learner. D) It produces a human interpretable model.,1
Choose the correct option: Question: Let $p$ be a prime number. What is the cardinality of $\mathbf{Z}_p$? Options: A) $p$ B) $p-1$ C) $\\varphi(p)$ D) $\\varphi(p-1)$,1
"a. What song has the lyrics ""someone left the cake out in the rain""?
b. What would you do if you woke up beside Kamala Harris?
c. Who is the most inspiring superhero from the Marvel Cinematic Universe?",3
"Choose the correct option: Question: For each of the sub-questions of this question (next page), tick/check the corresponding box if the presented sentence is correct at the corresponding level (for a human). There will be a penalty for wrong boxes ticked/checked.Some sentences is hard understand to. Options: A) lexical B) syntactic C) semantic D) pragmatic E) none of the above is correct",1
"(a) What is a list of skills that are amazing if you learn them?
(b) What's the best thing I can do as a 15 year old?
(c) I know most IDF soldiers are good, and harming anyone is against the IDF code of ethics, but why are they many videos of (bad apples) IDF soldiers who harm Palestinians and what is being done to stop them?
(d) What score is enough to get a job in the SSC CGL Tier 2 (without normalization) and Tier 1 (with normalization)?",3
"Choose the correct option: Question: A word embedding for given corpus Options: A) depends only on the dimension d B) depends on the dimension d and number of iterations in gradient descent C) depends on the dimension d, number of iterations and chosen negative samples D) there are further factors on which it depends E)",1
"Choose the correct option: Question: Recall that the hard-margin SVM problem corresponds to: $$ \underset{\substack{\ww \in \R^d, \ orall i:\ y_i \ww^ op \xx_i \geq 1}}{\min} \Vert \ww \Vert_2.$$ Now consider the $2$-dimensional classification dataset corresponding to the $3$ following datapoints: $\xx_1 = (-1, 2)$, $\xx_2 = (1, 2)$, $\xx_3 = (0, -2)$ and $y_1 = y_2 = 1$, $y_3 = -1$. Which of the following statements is extbf{true}: Options: A) Our dataset is not linearly separable and hence it does not make sense to consider the hard-margin problem. B) There exists a unique $\\ww^\\star$ which linearly separates our dataset. C) The unique vector which solves the hard-margin problem for our dataset is $\\ww^\\star = (0, 1)$. D) None of the other statements are true.",1
"Answer the questions below:

A. How many months passed after the meeting between Karl Inderfurth, Michael Sheehan and General Musharraf and the subsequent visit of President Clinton to Pakistan A month
B. How many months passed after the meeting between Karl Inderfurth, Michael Sheehan and General Musharraf and the subsequent visit of President Clinton to Pakistan 9
C. How many months passed after the meeting between Karl Inderfurth, Michael Sheehan and General Musharraf and the subsequent visit of President Clinton to Pakistan 6 months
D. How many months passed after the meeting between Karl Inderfurth, Michael Sheehan and General Musharraf and the subsequent visit of President Clinton to Pakistan 1 month
E. How many months passed after the meeting between Karl Inderfurth, Michael Sheehan and General Musharraf and the subsequent visit of President Clinton to Pakistan 3 months
F. How many months passed after the meeting between Karl Inderfurth, Michael Sheehan and General Musharraf and the subsequent visit of President Clinton to Pakistan 14
G. How many months passed after the meeting between Karl Inderfurth, Michael Sheehan and General Musharraf and the subsequent visit of President Clinton to Pakistan 2 months",3
"Read the following passage and answer the questions:

Nearly a thousand people laugh heartily together for half an hour every morning in a park in Shenzhen. Guangzhou Daily took a closer look at those happy people. They are members of a group named Laughing Club, and when they get together, all they do is laugh. Zhang Lixin, the founder of the club and regarded as the 'laugh leader', told the paper that laughing does him a lot of good. He started after he read some advice in a book and tried giggling after quarrelling with his wife to relax. After laughing for a few days, Zhang found himself more outgoing and relaxed. Soon his wife joined him, bringing the family more laughter and less bickering. When he got to know a kind of ""laughing yoga"" is good for the health, Zhang went to Bombay to learn from the locals and developed what he learned into more than 30 ways of laughing. The ""lion bellow ""is to shout with the fingers outstretched near the ears. There is the ""open mouth laugh"", the ""bow-pulling laugh"", the ""welcoming laugh"" and even the ""quarrelling laugh"", with different arm movements of laugh style. The ""laugh movement"" swept over Shenzhen in a few of months, attracting tens of thousands of people to join, and has been followed in nearby cities such as Guangzhou. Every morning at the lake front and at 8 pm on every Monday, Wednesday, Friday at the mountain peak square in Lianhua Mountain Park, club members gather to laugh and shout loudly.

Question 1: The people in Laughing Club laugh because they   _  .
Options:
A) live a happy life
B) always feel happy
C) just can't help it
D) want to relax themselves

Question 2: According to the passage, when cannot you see club members practicing laughing in Lianhua Mountain Park?
Options:
A) At 8 pm on Sunday.
B) At 8 pm on Monday.
C) At 8 pm on Friday.
D) At 8 pm on Wednesday.",0
Does Walmart sell prime ribs?,2
How do you make your own UPC or barcode with Excel VBA?,2
